iso3,lat,lon,nobs,corr_d00_all,diff_d00_all,corr_d01_all,corr_analysis_d01_all,diff_d01_all,corr_d02_all,corr_analysis_d02_all,diff_d02_all,corr_d03_all,corr_analysis_d03_all,diff_d03_all,corr_d04_all,corr_analysis_d04_all,diff_d04_all,corr_d05_all,corr_analysis_d05_all,diff_d05_all,corr_d06_all,corr_analysis_d06_all,diff_d06_all,corr_d07_all,corr_analysis_d07_all,diff_d07_all,corr_d08_all,corr_analysis_d08_all,diff_d08_all,year,time_utc,station_id,corr_d00_subset,diff_d00_subset,corr_d01_subset,corr_analysis_d01_subset,diff_d01_subset,corr_d02_subset,corr_analysis_d02_subset,diff_d02_subset,corr_d03_subset,corr_analysis_d03_subset,diff_d03_subset,corr_d04_subset,corr_analysis_d04_subset,diff_d04_subset,corr_d05_subset,corr_analysis_d05_subset,diff_d05_subset,corr_d06_subset,corr_analysis_d06_subset,diff_d06_subset,corr_d07_subset,corr_analysis_d07_subset,diff_d07_subset,corr_d08_subset,corr_analysis_d08_subset,diff_d08_subset,income_group_2020,gdp_pc_2011_2020,log_gdp_pc_2011_2020
EGY,28.569966254329003,31.50342130995671,218.0462962962963,0.8385035259848063,0.9270243443648688,0.8240470757763673,0.9762970641759469,1.000224244356356,0.8176091782350353,0.958647169485557,1.0583584804482788,0.7948261158946558,0.9384346430702869,1.1236944844453598,0.7608507963816915,0.909410010993281,1.2101198301727387,0.7146733850675314,0.8685107673497131,1.3178955551686904,0.6814466101938994,0.8131163981810574,1.4376515687741465,0.6134795158753731,0.7513623124223947,1.5773653808365866,0.5513004136133711,0.6690749399295512,1.718534877184121,2015.3852813852814,12.0,62381869229.76923,0.9016592858285822,0.834036506350588,0.8884494044692108,0.9787156332284026,0.9303367888723387,0.8731994191325885,0.9617505525141903,1.0155711241669487,0.8571209897418108,0.9414672665297151,1.0942606375689747,0.8254026763602733,0.9124958683352382,1.203970077401172,0.7651502749648229,0.8685636716709154,1.3465908767503234,0.7321459782229354,0.8148367058443211,1.49678698210871,0.6557942622449715,0.7491364271450539,1.6693958041457786,0.5922173357615057,0.6637528802994284,1.8480392252487323,Lower middle,10305.501583668232,9.24043316595548
ERI,15.291853,38.910667,39.857142857142854,-0.38247600970806184,2.215043500887209,-0.23447866746824983,0.9667687437990476,2.183183364350332,-0.3194557185992769,0.9483034491878418,2.2404412520275607,-0.4144046368659275,0.9324969416744284,2.308330665197699,-0.45708065212758314,0.9103188177806845,2.366535053443204,-0.37128451567113924,0.8899522400110192,2.15465255839532,-0.42556754542753045,0.8569414796748572,2.4160696434275026,-0.4541914847157719,0.821154387107905,2.6491107408612256,-0.4579273338608588,0.7780461164924504,2.3417258070941953,2014.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Low,,
ESP,39.30093780412891,-4.237699137059416,316.3040404040404,0.8268610799223433,1.2209597208757923,0.806459983331204,0.9665816024598972,1.3300036078720674,0.7935287848621473,0.9490282592136622,1.3920024810211489,0.774325228050633,0.9266436118393206,1.47406886914012,0.7435100569425167,0.8914936590601501,1.591710834742376,0.7005774813649607,0.8419457165072206,1.7477934154957386,0.6380461811954539,0.7714281369407726,1.95931405646495,0.5633133925430408,0.6849461004493702,2.195674218950977,0.48643963291800235,0.5957231237354538,2.422871010157585,2015.8680765357503,12.0,14791366379.647888,0.8243668528810757,1.2187006695653286,0.803640625857928,0.9661777067992666,1.321984223019247,0.7904288003657849,0.9480345186422787,1.3823618613755182,0.7715573804573008,0.9255450006752686,1.4614357449113224,0.7414417896464026,0.8904009192956364,1.573875871500741,0.6988325996856207,0.8408538670225022,1.725963887028062,0.6373827367632228,0.7705864610535567,1.9304924661368623,0.5639522935872864,0.685103565140452,2.1589602545792763,0.48790652000879986,0.597777960839818,2.38189938059612,High,37630.40953019808,10.535567766605544
EST,58.72923222,25.352716885,356.55135135135134,0.3458248084529811,2.6932411956789557,0.30749943178976125,0.975447457773039,2.83713178084795,0.2898434303120976,0.9546888920880335,2.9194364697887774,0.2699160759331586,0.9295491769385498,2.998186756306788,0.2499106410815871,0.8930444872599999,3.090536374572855,0.21125182312089605,0.8437242038956273,3.2407157080741085,0.20089851914799256,0.7760497441413116,3.369655274696513,0.16475728372216125,0.7032467174392018,3.5520360282880232,0.14163891529475095,0.6196375973093261,3.6895804714851814,2015.5,12.0,26143499999.0,0.36740304876080915,2.719895367278216,0.3305974075477841,0.9757067501761988,2.8684636090438453,0.31319652002595466,0.9549419866328769,2.95804734049784,0.2917316607303503,0.9301612791452982,3.0450988082769546,0.2736218935441298,0.8947883685067443,3.1396514626950234,0.23519732541360025,0.8443028074448442,3.3121106899185206,0.2261885898705141,0.7815299665715569,3.4383477322896745,0.1903274994312606,0.7098845663969966,3.634999246129069,0.16166699466509063,0.6249999338781986,3.805447277047264,High,32089.291067569528,10.376277641855182
ETH,8.621702604891304,38.771519688586956,210.59322033898306,0.560450829542097,1.3418047936463593,0.5059811529998381,0.8728303111879038,1.4076599786584187,0.5014681585443729,0.8216879344582991,1.4178610303977803,0.48041902794311847,0.7882713439008487,1.4509564320785928,0.46100175763240725,0.7593249039847147,1.4707421169326662,0.4491366373379431,0.7280308090971184,1.4953811293674366,0.429507656167583,0.6978435989246534,1.5383343636086606,0.4101806603752808,0.6635887504750321,1.5662729610363482,0.37813983320361383,0.6206853162491487,1.6049218417287356,2015.5597826086957,12.0,63412715383.61539,0.5791085609474231,1.3577768757961963,0.5208120874389143,0.8726260289293877,1.430253467534328,0.512362863675548,0.822409795473424,1.435291164907579,0.4908589825426101,0.7907500569369861,1.462264609697056,0.4720100897727904,0.7611694969957549,1.494952689363209,0.46094078869403926,0.7306291782001737,1.5183731119591513,0.44322751621130135,0.7004969304767626,1.5503708368816878,0.42163554422931293,0.6631607138377206,1.5862400072678018,0.38918748271794384,0.6209418986273857,1.638436072643085,Low,1800.0016026795845,7.495542834261407
FIN,63.878926376568764,25.826163840320426,337.8291054739653,0.21428761717347017,4.773314010834585,0.17466007054483612,0.970665225267513,4.8829521683101,0.15988797926382695,0.9476513701987128,4.940245488783466,0.14519164306216265,0.9174723000130119,5.003871133964727,0.12925595392305442,0.8776138556182783,5.0561996751076945,0.1343994159457041,0.8196477670317692,5.103582643326201,0.13835311428979247,0.7470144682696178,5.1647065553014055,0.12123412398606224,0.6612873657469609,5.29627544712063,0.10928013865967567,0.5661720890631021,5.408767479857474,2015.60347129506,12.0,2911499999.0,0.2075066385411346,4.541068879253851,0.1636403967767514,0.9693957715595557,4.663369660065919,0.14568263719894653,0.9451111983039938,4.7305682763878805,0.13344783643011757,0.9147187491162032,4.794380410980549,0.11409030411877344,0.8744643493871984,4.863116538233945,0.12014015711128365,0.8149602931681639,4.916236480115964,0.12253267737585455,0.7426264338563354,4.990513621180291,0.10289777938911951,0.6567982331407164,5.1420343470249135,0.08726181897841971,0.5596442893647167,5.267458636521145,High,46600.87968088138,10.749374697207696
FJI,-17.30676092017544,62.226385892105256,199.40366972477065,0.5801143837520633,0.705928504531167,0.5431105735996072,0.8295771388580608,0.736991958651055,0.5291500184945307,0.7562595952393416,0.7546952708659495,0.4790449010091299,0.7035251665521792,0.7895734399995086,0.47055481785180403,0.6584034581262114,0.8005845249512519,0.42132093577062163,0.6172454428470946,0.8372813000324792,0.388798429501531,0.5736079353195368,0.8593059791658525,0.37855965351139487,0.5374064513420257,0.8703624425256943,0.3263438147155176,0.4780182695975041,0.904853745782921,2015.5438596491229,12.0,91679528570.42857,0.5651087987570004,0.7250969283083224,0.527461413747984,0.8178252769903729,0.7555800225289493,0.5189950625236429,0.7411993684285005,0.7683067197643592,0.46617852698980006,0.6869643453867443,0.8076723812107651,0.46139703511964836,0.6432088986068939,0.8204767829949026,0.4054512304528817,0.6022259923718719,0.8588413637939549,0.36969701763188895,0.5582471826665799,0.8807132885855723,0.36602830349011833,0.5258889524635363,0.8916164345650343,0.3139289730790377,0.4643842072042113,0.9257920408290259,Upper middle,11728.84003913914,9.369806048363806
FLK,-51.784434321568625,-59.366895717647054,251.33333333333334,0.7889342305605777,1.051756487473748,0.7714548770042793,0.9740950983113446,1.1020259884825765,0.7594444168589098,0.9521575857306841,1.1319167921448388,0.7274597928968322,0.9179823703211973,1.2020614748435925,0.7020689912001763,0.8672898943618768,1.2902604501607364,0.6322013961779719,0.8025541707064957,1.403948886156765,0.5693992625267534,0.7224307745187029,1.5536397507113464,0.5059852409731961,0.6369670039484897,1.691789284414002,0.40295976246725634,0.5367825291093307,1.8203950267283913,2016.3725490196077,12.0,88889099999.0,0.7920623600755718,1.2843961045224495,0.7653372260040714,0.9799044867940172,1.3466845117370894,0.749300755170556,0.9620376323997087,1.3965923868693852,0.7255175608295901,0.9350589890544546,1.459471516104124,0.6865978840979198,0.89624679546909,1.5596367083201037,0.6394574445362435,0.8432172610614854,1.6696172793385842,0.5716263899851746,0.7822116479145536,1.82962412441411,0.509042490663054,0.714761362326467,1.9662104042088164,0.4293949736990565,0.6392229234409498,2.1122940219475725,,,
FRA,44.66758079444445,1.8237414427148846,318.7658792650919,0.8779607610629258,1.088682093079424,0.8471183002741929,0.958660422117766,1.2566506059221463,0.8307179185728897,0.9373135717893877,1.345377569515508,0.808646767530525,0.9118313833020041,1.4540183308024186,0.7751231029815361,0.875265074174211,1.6016356823785831,0.72743361765461,0.8212271980263944,1.7986475500264596,0.6578793756452054,0.7475794118818943,2.058059892882059,0.5763942746525366,0.6571038235705966,2.3450263546381245,0.4923209738544804,0.5631388762312982,2.617419803738817,2015.4722222222222,12.0,9702038270.604939,0.8813968502493136,1.0857469098953352,0.8503867662400553,0.9580817215481469,1.2613447281428678,0.8322307465265992,0.9370391397350489,1.351843095073811,0.8097452781844299,0.9118869834168797,1.460050740830356,0.7761600908041518,0.8742373139627052,1.6106860609126434,0.7274823023546848,0.81933881098758,1.809528538452029,0.6589465731818508,0.7445177786265031,2.0685642563545663,0.5759898744543397,0.6533326800575231,2.3594048753696315,0.490909006604011,0.5581030088315502,2.632647480273322,High,43651.66896505267,10.683996795704104
FRO,61.816758725,-6.9012142249999995,315.6875,0.803371441727368,0.9541140166496805,0.7884776681592426,0.9715794237065751,0.9868088778132575,0.7744922519911801,0.9482934165949245,1.0125878502106633,0.7572105675621307,0.9210999089577144,1.0506436391131446,0.7201292149963636,0.8719055328430743,1.1127211517659117,0.6672332643947484,0.8158595462834773,1.1973718438248993,0.5781343005462075,0.7147378938468752,1.3387504962519705,0.4762303023228988,0.5886656149134661,1.47760877681315,0.4154015883352928,0.5105774909432903,1.5550412866838497,2015.5,12.0,6010599999.0,0.8026287617702135,0.992417765995475,0.788692819391578,0.9711635529594259,1.0207652785978576,0.7773838762385994,0.9490457646459607,1.0429376219594233,0.757773360742733,0.9220335735355618,1.08283128255039,0.7273154830023392,0.8721230768727443,1.1374730329707419,0.6665802011286706,0.809324061384249,1.233111985825039,0.5824602562676129,0.7106955169207645,1.3652013580909919,0.48784807338372127,0.5824599729185156,1.5014276667975477,0.42419974656965714,0.5024936556560344,1.5915221106556738,High,,
FSM,7.805565566666667,151.50556556666666,248.28571428571428,0.3966936538106885,0.8533184368082006,0.13686677482546858,0.5400135421192388,0.9876719546751883,0.21499296475871876,0.4456094341371487,0.9523434216604747,0.1638648767240493,0.36924240684214577,0.9810427919136837,0.17619442467755295,0.3343913481647612,0.9716496024059538,0.15695274310858112,0.28584461706868514,0.9744167676873509,0.05724170389228209,0.26020908754515965,1.0239377263352942,0.1678545419909183,0.24376379872514467,0.9931967905487384,0.1746714507168881,0.2378370808985554,0.9851480699850674,2015.5,12.0,91413040308.0,0.42253437068718575,0.6907089220389567,0.22719795291820147,0.525325268410719,0.7866695216940378,0.23286242590808942,0.43507604991379994,0.7748537426126383,0.18484976107704804,0.34992640697970817,0.8070555967002591,0.17544971225691894,0.32686834568879364,0.8156270329341625,0.17855849000472687,0.27421778503440974,0.8126943242902946,0.13165985402363575,0.2584760618600169,0.8347890378601004,0.14396197174461606,0.23541834965306582,0.8317487055088009,0.1269707996456207,0.19923706064195745,0.841148330226979,Lower middle,3470.7067950178125,8.152113539524477
GAB,-0.38461332500000006,11.665278050000001,279.4141414141414,0.4323074572576656,1.3500926118826735,0.21568613437258338,0.5530478610478471,1.5711556067217796,0.14916584116620948,0.46103844417835715,1.7051633309865588,0.12645744427717623,0.4046716820122822,1.7167498966672659,0.10654280611628167,0.37525994905160276,1.7450719740218277,0.08876977491255306,0.338894973532405,1.7377162860557134,0.08037095643062184,0.319465121400726,1.7683070814738227,0.06914257600250934,0.30357539990704874,1.7900210600713164,0.05579579525760714,0.2923131596162937,1.810742891385314,2015.451923076923,12.0,64537699999.0,0.4728349595813455,1.2489273072773956,0.22345395717905414,0.5539474265056263,1.4982544229120556,0.16562833788078674,0.46190988281075057,1.610468371641794,0.13756119050861496,0.4080905286076484,1.6236235142362279,0.1142241071854834,0.3766759992604804,1.6552026985110997,0.0984052930931888,0.34154096528556804,1.6542910653584655,0.09000618620264132,0.3204839383684128,1.680176013908536,0.06979788741002617,0.30241768857569673,1.701184576690216,0.06370402624951776,0.2873721383037127,1.7186375345141232,Upper middle,14474.34115254197,9.580132785173312
GBR,53.79245146415094,-2.5623960403773585,345.9595469255663,0.8935162131397986,0.8882687447263855,0.8656997835857829,0.9647307494308917,1.0247205468366412,0.844610952339386,0.939798253055213,1.1105306057848334,0.8126011249842943,0.9070949174790304,1.2216331676497136,0.7713559053932251,0.8620490670821099,1.3596575973806075,0.7138407662473282,0.7979742423961635,1.530998754986869,0.6368947156145565,0.717758063126007,1.7296583876378044,0.5512663545964387,0.6243367019417364,1.942145116034576,0.46369685161197255,0.5291431947997036,2.1444115264837342,2015.4700808625337,12.0,3405342856.142857,0.8965166513106456,0.880550961899773,0.8691186674255824,0.964657793619953,1.014077564879829,0.8480333990345338,0.9397604534632336,1.0971831904528262,0.8170518532480272,0.9069245235828509,1.2058099305724705,0.7756076596773996,0.8620314622153565,1.3436178854257832,0.7178134501960303,0.7984146905843641,1.5107520486799495,0.6412879956198569,0.7185182077773498,1.706767367910672,0.5551390017338208,0.6242992594307695,1.9165295001769589,0.4669131595669635,0.5289198937718482,2.1214338067612215,High,44565.34778540338,10.704711880537584
GEO,42.08178808867925,43.37589300943396,270.7957746478873,0.8470045949160205,1.6524662493333349,0.8339685077907443,0.9813769066230085,1.7433954649909997,0.8230982584747668,0.968918465974583,1.8020055557222565,0.8036484455239121,0.9495495415684715,1.8945092144210791,0.783223362947187,0.9195075460849084,2.01104634806203,0.744721815644151,0.8719108757829659,2.172382097608402,0.6842338233965719,0.8084887420651066,2.447150040848338,0.5966758383850476,0.7110177873877028,2.7915323709140036,0.5293792408076076,0.6377106711228748,3.065523231912915,2015.622641509434,12.0,37484099999.0,0.8884465777835405,1.2901111598550388,0.8764182400894244,0.9792814711837187,1.3384608857091547,0.8689184049882239,0.9669578722130565,1.3813759611988035,0.8536677461237033,0.9469370014385315,1.4543199253443009,0.8280365327126183,0.9160886955636156,1.561758972570182,0.782232729816214,0.8661625811382576,1.7142721364513327,0.7092986893472272,0.7967920552246996,1.9758634089917113,0.6323363010845228,0.6991382485917784,2.1948123776013775,0.5511336467819766,0.6207293465722319,2.431445634014477,Upper middle,12819.95456667331,9.458758186527142
GGY,49.570533499999996,-2.4083455000000002,349.25,0.7908154610301067,0.9798266645155451,0.7802380262421246,0.9635813626771558,0.9923257390043322,0.7680994502872748,0.9427707379337813,1.016934148494754,0.7393003029128303,0.9065958680204143,1.064485813419033,0.7074615857514428,0.8681983044225243,1.1196699195822664,0.6576192349093357,0.795141232887876,1.1975471818305223,0.5983048537734252,0.7263998126313953,1.294265569866551,0.5369944162770647,0.6297228724918902,1.396718220105727,0.4766897188172593,0.5497687069446832,1.5070386808218141,2015.5,12.0,3894099999.0,0.7159944262281163,1.188440916348533,0.7058590545722699,0.9581532818194594,1.1918640498386472,0.6982690725295844,0.9365314234566782,1.193983644225989,0.6712148092989577,0.8978801034255728,1.2256401509598491,0.6377865547372668,0.8558488162147768,1.275336691392723,0.5944094986413474,0.7776751254212879,1.3242623674617306,0.5457988631477135,0.7093006671127285,1.3801444869451895,0.4852368124129723,0.6084686412091698,1.4732623459558891,0.42960190442528223,0.5282925215794984,1.5566153496039923,,,
GHA,7.098931599033816,-0.9759041516908212,201.82539682539684,0.5054820767142202,1.0325159913180808,0.2868451074766362,0.6632914785554772,1.2519274154925542,0.2635854552461616,0.5739622565962441,1.2934295661481225,0.25710096530143023,0.5484016305721457,1.2911285354627031,0.2143944983796529,0.5070840152275119,1.3209242717134866,0.2099572661189219,0.4796820916477344,1.326641414465402,0.2073934901268619,0.4599807278124008,1.338333129394053,0.19290961190657238,0.44310390635052344,1.3630754941984644,0.17922977316967695,0.40971209768716177,1.3842569823729123,2015.536231884058,12.0,65456099999.0,0.38994975508036,0.9812337030039368,0.17673174252416615,0.647143876127446,1.1480007644933512,0.1689025627559919,0.5538131342355129,1.1534633247971762,0.15478807075557408,0.5154945029421785,1.1552090829028165,0.12642402486209,0.4763279566788893,1.1674281288393062,0.10426473078703376,0.44870071320737004,1.1885070304049583,0.10641836874972208,0.42434539824620926,1.1910906389917133,0.10098372533702624,0.40387409104850847,1.2160130322911213,0.09506282218813204,0.3872706923896585,1.2209578140248802,Lower middle,4771.295198688072,8.47037307714804
GIN,10.349514637078652,-11.769706743820226,77.19753086419753,0.4744490435978044,1.044042199868984,0.37993019228361224,0.7413152572378134,1.1270526631791888,0.3068584107817667,0.6459240783312467,1.1749976934082285,0.24867707581429183,0.6081150380320491,1.2448487403998176,0.22004428244115962,0.5742665015144163,1.2188311128023916,0.26908254490168937,0.5333873523068378,1.2040900741249287,0.2388948898402938,0.4961591286692151,1.2381526866513612,0.2228128913383127,0.4579340280332691,1.2447407848196834,0.18148377859196904,0.4117949665548361,1.2989469565314333,2015.314606741573,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Low,2219.8448849042697,7.705192600760443
GMB,13.464109604545454,-15.624089219318181,202.225,0.684928002762235,1.1474887763666255,0.5957874011142056,0.8646603572380958,1.3021644177299603,0.5759703478445455,0.824350191086683,1.3394954920873872,0.5569760374689157,0.8034922900756474,1.364374545910463,0.542481421335385,0.7730007704464249,1.4009696221847299,0.5086200961826387,0.7456624431377314,1.4425603053149068,0.4957210279760872,0.7056360953046551,1.4656991528599217,0.4516572257114106,0.6707403862114266,1.5310543870511075,0.4012575948417596,0.6166524833580947,1.6024100221753308,2015.375,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Low,1962.426206320035,7.581936847074454
GNB,11.8871722,-15.267893666666668,245.74074074074073,0.5233538793337454,1.1103247364661677,0.3821791778384232,0.7918079443052273,1.24104571039845,0.36944571081603333,0.7157203123555479,1.250923189478562,0.3379831789909539,0.6879249444244461,1.2899680654214112,0.30574862935684954,0.640236121029834,1.3117926518481071,0.2803639817267347,0.6091214913891281,1.3235017633348858,0.27161879805522504,0.5574322598739552,1.3585686408139679,0.22078127253216653,0.5259633313233694,1.3875540485445745,0.18831046236031826,0.48743050781513325,1.4211664602260736,2015.5,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Low,1788.374067403096,7.489062143809097
GNQ,2.8276335,9.2543585,217.38888888888889,0.3607537463492584,1.0963545651160191,0.2313789101056918,0.5620877748338282,1.1716178132393862,0.18592702628422433,0.440681962640868,1.2203658826376644,0.1826179515924068,0.4092592350067996,1.1955144642571198,0.15120564100797604,0.39611506074108105,1.2178466306289435,0.14608946982023055,0.35399916499121226,1.2138818614457896,0.13419925459311893,0.34162566030715397,1.22940571484608,0.13063744968626712,0.3168490500121533,1.2299829485202325,0.12211676721852371,0.2867337101910123,1.2454394566966531,2015.5,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Upper middle,23431.76021717416,10.061847655319932
GRC,38.012281889861754,23.722593562211983,324.9086419753086,0.8348777544212268,1.2423519871236683,0.8175924539097672,0.9709745777748109,1.3068130101759192,0.8082905040507297,0.9563673149244684,1.341857822250808,0.7965026188180931,0.9370937903941786,1.38385932137487,0.772953338862211,0.9087745478717579,1.4528247996184631,0.7402620262185747,0.8660673381997879,1.557747055097876,0.6872377291645517,0.805169251804251,1.7058466212757748,0.6255691718506522,0.7313298304501693,1.8629265501430008,0.5372060994239638,0.6326235614223759,2.0713910480737336,2015.7488479262672,12.0,16700655554.555555,0.8266855933698329,1.2572246484988738,0.8107711275575661,0.970071373861112,1.3053689003013411,0.8009243168421278,0.9554935473192452,1.3437941319647737,0.7877697291910565,0.9350542568439815,1.3924118355066686,0.763456444262033,0.9061574037358653,1.4648434833285224,0.7315815920786984,0.8640170353648509,1.5670679381333215,0.6764867635643641,0.8016300665451715,1.7167218511355742,0.6162586644600474,0.7271928188515776,1.8733511250029433,0.5307857058627208,0.6281945564072602,2.0715586425582346,High,28565.33181490657,10.259949087226456
GRL,71.58895324329268,-41.467786081097564,192.91463414634146,0.24188975408911273,6.439868666059856,0.23618413137235358,0.974000697793814,6.481303630465024,0.23148470116637399,0.9506977953585276,6.502929224722589,0.2244297463156291,0.9219701814468456,6.536610503795424,0.2162638364357911,0.8794063092724058,6.543258455393954,0.20169557071013666,0.8202536648950377,6.569225347717016,0.2018843069288592,0.7448372945740871,6.608819690610789,0.18368816698088375,0.6532551370966873,6.663190315799729,0.1447716977112678,0.5623358929371083,6.758525718348246,2015.128048780488,12.0,4270699999.0,0.2983615942502711,7.660964381144283,0.2750353892309313,0.972768286345181,7.761764709842236,0.26621461483983233,0.9501546951457744,7.804038095198764,0.2575856072032576,0.9233589597755583,7.838414919726045,0.25537640607969636,0.881138539251498,7.842401707844365,0.2416516326626142,0.8272644747529175,7.909768806955448,0.23222349169902468,0.7445627407692563,7.918012890777538,0.22250339042717243,0.6544944653398275,7.9540754666382,0.19973391806841304,0.5596736527089756,8.06722407867383,High,,
GTM,15.322505916535434,-90.40377037007873,266.3448275862069,0.5797654114017192,1.0022511109394272,0.5684013243903983,0.8746471176599293,1.0089859821940308,0.5435972720588991,0.8273919091935218,1.0330167927882261,0.522753415211167,0.7934483776880086,1.0549243796597583,0.49690743054373493,0.7535386457084075,1.0749209270559175,0.4637568101207773,0.7130458545667835,1.106323286788061,0.4360774885907027,0.6655670371551118,1.1387059879538561,0.3934388398297897,0.6213344443752632,1.1774054848502626,0.35374224394638426,0.5623822186733256,1.2178408655713375,2015.291338582677,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Upper middle,8095.288272537688,8.99903747666207
GUM,13.533330000000001,144.858335,361.8421052631579,0.4333151698908081,0.6064339986243722,0.3299147584859334,0.5593644067744062,0.6562517591805329,0.3154048652364893,0.4753473594080862,0.6713482458894942,0.2561530664397913,0.40530229890550556,0.7058879422773109,0.23912092455529693,0.35617409394854677,0.7145632904792656,0.23293500164550343,0.30482291921058924,0.7112845656415913,0.18814971010917986,0.27059396602023644,0.730294057434026,0.1893280819299635,0.2562783103402439,0.7336414526958587,0.16083636263080944,0.21350740391711173,0.7451384695326496,2015.5,12.0,91212041415.0,0.4376888032150914,0.6557702135093568,0.3343124960446099,0.5554797077618361,0.7008865808138997,0.31964792438747697,0.4760898072190569,0.7252075091784929,0.2533845665300259,0.4025645251097327,0.7579764025513775,0.22956710378507839,0.34974563818322224,0.7704551788889246,0.21613607508223387,0.2992187933070803,0.7701113347560162,0.17475373297001778,0.26423203262092526,0.7902737264707645,0.18803283227416573,0.25314684381676666,0.7861168496846197,0.14920250750656386,0.20756102128627463,0.8007761818136115,High,,
GUY,6.109027745833333,-58.98587961249999,165.0909090909091,0.3949551191043292,0.8551682574375233,0.31778823091468394,0.7470868461075574,0.9142798448157794,0.2572924133733882,0.6334984332581397,0.9544380143455892,0.22429659445266115,0.5715249933752764,0.9720661539852337,0.21203155397783657,0.5356774897822594,0.9812412683583349,0.21120379429527567,0.49513078345741257,0.9777152773754125,0.20148304366486477,0.47107104273528394,0.985459228857587,0.18804609371454883,0.443799964047252,0.9898876257981858,0.16572615412837607,0.41595172925112994,1.0005055685745061,2015.4027777777778,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Upper middle,12314.7238571405,9.41855088700973
HKG,22.46167559354839,114.11310034838709,349.5,0.9144841385630686,0.7289906043940656,0.8427119997567849,0.9286359518332887,0.987930178773037,0.8059537649449463,0.887234062484543,1.0700299753477316,0.7778922934699574,0.8575653035964992,1.1310424959517194,0.7482323944820739,0.8240014526763592,1.192898017391508,0.7147274563157092,0.7931619110567044,1.2682459836867905,0.6833009117549933,0.7513784656857551,1.3299758578683714,0.6355691823027613,0.699269815414926,1.396152825599312,0.5864288514310905,0.6456320909694816,1.4757738488322671,2015.5806451612902,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,57053.12334156964,10.951738101233698
HMD,-53.0166666,73.4,206.0,0.1558517171807126,2.0192724173566052,0.17686566817818872,0.9431119991156475,1.9435395354488598,0.16083229714834274,0.9032113220958968,1.9872520914153873,0.140824333463813,0.8479383232666463,1.986424664252612,0.1584098660024368,0.7818164211426248,1.9706380441183102,0.08653847178010829,0.7130667317634884,2.0590469546692747,0.12746610312472434,0.5508638735130784,2.009531298915656,0.20456803980982205,0.48338013701029603,1.9161386436453043,0.1842602140877494,0.39605573431814634,1.9578561797930463,2011.5,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HND,14.898149975496688,-87.14700512980131,300.8263888888889,0.5418274626985421,0.9615367174092074,0.5256651631248772,0.887654000890406,0.9716684081807088,0.5105893775828666,0.8398652223937633,0.9837366915561814,0.49724201787424227,0.8010516843325255,0.9973219851883216,0.4698841391384684,0.7566619742122731,1.0172964660523753,0.44579643306389766,0.7130405760104979,1.0416685428640386,0.4101496885384378,0.6628565373852743,1.071046167433227,0.36673367709433263,0.6125342372168978,1.1079584584101863,0.33311281025641304,0.5575196665797928,1.1347843252733074,2015.4966887417218,12.0,78710724999.0,0.5642212403124925,0.903521611085508,0.5326232018016277,0.8880772858220929,0.9297274566353971,0.5128553240281362,0.8428654518610383,0.9472267333058746,0.4999719001853121,0.8038779815191642,0.9581461350193624,0.47450125082696565,0.7626078592692082,0.9781121165186605,0.452036611490105,0.7240382357874555,1.000230026965228,0.4220094375916095,0.6768845344030562,1.0274659156409622,0.3800897353235796,0.6318840857102568,1.0607338976233989,0.34731345678119463,0.5733360452571189,1.0882439361530953,Lower middle,5207.179446668592,8.55779361515187
HRV,44.77406384297753,16.28309661235955,352.0716510903427,0.8530614018455902,1.3815207381971761,0.8295920381146065,0.9708385967455497,1.550872981603993,0.8131643782148809,0.9537425931159179,1.649061817051146,0.7961666965229306,0.9324978967042685,1.7532338071737232,0.7715166005911603,0.9032496220473536,1.879557325811008,0.7309253770500528,0.8551897842502978,2.0625714500819723,0.6684981810456986,0.7855474715856275,2.326209981886854,0.5873531886563435,0.6961173808908436,2.6132248851945947,0.5068811809427278,0.6053518073428759,2.8767540973915207,2015.5337078651685,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,25972.15040776974,10.164780104762453
